,acc,loss,val_acc,val_loss
0,0.8364872068230279,0.8634921895669737,0.9600915605095541,0.3227681300252865
1,0.9632362739872068,0.26750898927545474,0.9729299363057324,0.14556396126177656
2,0.9729644189765458,0.15618197026966338,0.9782046178343949,0.09197071427182783
3,0.9774620202558635,0.11218897805714023,0.9803941082802548,0.06696787965335664
4,0.9806103411513859,0.0874821635693915,0.9796974522292994,0.0626815991612614
5,0.9822761194029851,0.07402826482251387,0.981687898089172,0.050160208648770716
6,0.9841751066098081,0.06303571837185726,0.9828821656050956,0.047410588527608474
7,0.9855743603411514,0.05589455707189338,0.9819864649681529,0.04695419329040608
8,0.9864072494669509,0.0505453071101253,0.9815883757961783,0.04590616893960505
9,0.9871068763326226,0.04712644939634526,0.9831807324840764,0.04220452351098183
10,0.9876898987206824,0.043354423587838,0.9834792993630573,0.03876084678844924
11,0.9893390191897654,0.03749315622699527,0.9837778662420382,0.040928235410632584
12,0.9898720682302772,0.03564904594341162,0.9835788216560509,0.039568966520790005
13,0.9900219882729211,0.03480626100392297,0.9834792993630573,0.03846411266405682
14,0.9909381663113006,0.03089282468809232,0.9838773885350318,0.03883048658801246
15,0.9911380597014925,0.03017931906538684,0.9828821656050956,0.04001914728937112
16,0.9915711620469083,0.028176341067204305,0.9830812101910829,0.04080522375142018
17,0.9917377398720683,0.02699576819606963,0.9839769108280255,0.038133291500749567
18,0.9925539712153518,0.025063548286481163,0.9838773885350318,0.037723568214917756
19,0.9921875,0.023621570293370617,0.9827826433121019,0.04100743620500718
20,0.9928371535181236,0.02377266815934539,0.9826831210191083,0.04204969140869686
21,0.9929204424307037,0.02230030038023692,0.98328025477707,0.040408112883481034
22,0.9927372068230277,0.023102512176303474,0.9829816878980892,0.03982937419544207
23,0.994019856076759,0.01956951264375155,0.9827826433121019,0.04207032154954505
24,0.9937699893390192,0.01991454902058368,0.9823845541401274,0.04067301489777973
25,0.9945195895522388,0.018335490973221017,0.9841759554140127,0.03854236063600448
26,0.9944196428571429,0.017322251372953255,0.9833797770700637,0.04286805778409274
27,0.9948360874200426,0.01648653916213343,0.9840764331210191,0.03920172688291352
28,0.9949526918976546,0.01633516997976385,0.9836783439490446,0.03910056176224827
29,0.9951359275053305,0.015274797431854777,0.9838773885350318,0.03850380909489393
30,0.9943696695095949,0.016609582974398476,0.9828821656050956,0.04135511365620334
31,0.9950526385927505,0.01559324004671359,0.9833797770700637,0.04026468025264997
32,0.9955357142857143,0.014905067746959893,0.9834792993630573,0.03993851876057422
33,0.9952192164179104,0.01416005747311978,0.9835788216560509,0.03811018783647336
34,0.996085421108742,0.013287018331519603,0.9823845541401274,0.041156267848312195
35,0.9955023987206824,0.01374855137839446,0.9836783439490446,0.042920952849636956
36,0.996268656716418,0.012274980001813809,0.9831807324840764,0.04040148185412114
37,0.9960021321961621,0.012817729184260543,0.984375,0.03984732637286616
38,0.995918843283582,0.012937925958665013,0.9838773885350318,0.04136921431491847
39,0.9968683368869936,0.011163389147532335,0.9837778662420382,0.03884568068950183
40,0.9964518923240938,0.011016304744115864,0.9835788216560509,0.042428754615870104
41,0.9965185234541578,0.011083233351598307,0.9830812101910829,0.045465542162471194
42,0.996085421108742,0.01174879005460664,0.9835788216560509,0.03981269874262799
43,0.996085421108742,0.011694732366775379,0.9828821656050956,0.04689867595405035
44,0.9968350213219617,0.009792666813659139,0.9823845541401274,0.048581310615526896
45,0.9972014925373134,0.009246032767745337,0.9837778662420382,0.04026658747196075
46,0.9967017590618337,0.009603493719879645,0.9828821656050956,0.04441427122731565
47,0.9962853144989339,0.01080333269521115,0.9819864649681529,0.04499606614656951
48,0.9967683901918977,0.010239794765954522,0.9839769108280255,0.0435253262171529
49,0.9969349680170576,0.009554199999054233,0.9825835987261147,0.04511404811079034
